78,42,5
79,607,0
79,478,1
79,3880,2
79,5907,3
79,7462,4
79,5322,5
79,8812,6
79,7576,7
79,6689,8
79,5368,9
79,8813,10
80,40,0
80,39,1
80,24,2
80,9,3
80,9,4
80,5541,5
81,40,0
81,39,1
81,24,2
81,9,3
81,9,4
82,298,0
82,3107,1
82,56,2
82,109,3
82,1898,4
83,47,0
83,24,1
83,9,2
83,9,3
83,42,4
84,40,0
84,39,1
84,24,2
84,9,3
84,9,4
85,52,0
85,52,1
85,79,2
85,89,3
85,205,4
85,1990,5
86,40,0
86,39,1
86,9,2
86,9,3
86,9,4
86,9,5
87,264,0
87,163,1
87,642,2
87,1085,3
87,668,4
87,668,5
87,463,6
87,188,7
87,185,8
87,6,9
88,40,0
88,39,1
88,24,2
88,9,3
88,9,4
88,595,5
89,47,0
89,24,1
89,9,2
89,9,3
89,42,4
90,47,0
90,24,1
90,9,2
90,9,3
90,42,4
91,40,0
91,39,1
91,24,2
91,9,3
91,9,4
92,47,0
92,24,1
92,9,2
92,9,3
92,42,4
93,40,0
93,39,1
93,24,2
93,9,3
93,9,4
94,4624,0
94,99,1
94,2,2
94,1,3
94,29,4
94,164,5
95,47,0
95,24,1
95,9,2
95,9,3
95,42,4
96,47,0
96,24,1
96,9,2
96,9,3
96,42,4
96,6825,5
97,47,0
97,24,1
97,9,2
97,9,3
97,42,4
98,40,0
98,39,1
98,24,2
98,9,3
98,9,4
99,47,0
99,24,1
99,9,2
99,9,3
99,42,4
100,47,0
100,24,1
100,9,2
100,9,3
100,42,4
100,5150,5
101,47,0
101,24,1
101,9,2
101,9,3
101,42,4
102,4,0
102,20,1
102,20,2
102,53,3
102,53,4
103,40,0
103,39,1
103,24,2
103,9,3
103,9,4
104,47,0
104,24,1
104,9,2
104,9,3
104,42,4
105,47,0
105,24,1
105,9,2
105,9,3
105,42,4
105,3789,5
106,47,0
106,24,1
106,9,2
106,9,3
106,42,4
107,40,0
107,39,1
107,24,2
107,9,3
107,9,4
108,40,0
108,39,1
108,24,2
108,9,3
108,9,4
109,1248,0
109,7531,1
109,5108,2
109,2,3
109,1,4
110,47,0
110,24,1
110,9,2
110,9,3
110,42,4
111,5363,0
111,5969,1
111,8784,2
111,2293,3
111,8692,4
111,490,5
112,47,0
112,24,1
112,9,2
112,9,3
112,42,4
113,2,0
113,1,1
113,66,2
113,435,3
113,109,4
113,3140,5
113,5874,6
113,3758,7
114,47,0
114,24,1
114,9,2
114,9,3
114,42,4
115,47,0
115,24,1
115,9,2
115,9,3
115,42,4
116,40,0
116,39,1
116,24,2
116,9,3
116,9,4
117,47,0
117,24,1
117,9,2
117,9,3
117,42,4
118,6,0
118,6,1
118,6,2
118,48,3
118,2996,4
118,7758,5
118,25,6
118,85,7
119,135,0
119,1512,1
119,307,2
119,18,3
119,18,4
120,40,0
120,39,1
120,24,2
120,9,3
120,9,4
121,20,0
121,20,1
121,53,2
121,20,3
121,20,4
121,53,5
122,40,0
122,39,1
122,24,2
122,9,3
122,9,4
123,40,0
123,39,1
123,24,2
123,9,3
123,9,4
124,298,0
124,298,1
124,4556,2
124,128,3
124,1828,4
125,47,0
125,24,1
125,9,2
125,9,3
125,42,4
126,40,0
126,39,1
126,24,2
126,9,3
126,9,4
126,120,5
127,20,0
127,20,1
127,53,2
127,965,3
127,322,4
128,307,0
128,6,1
128,18,2
128,18,3
128,636,4
129,47,0
129,24,1
129,9,2
129,9,3
129,42,4
130,47,0
130,24,1
130,9,2
130,9,3
130,42,4
131,3153,0
131,17,1
131,23,2
131,23,3
131,712,4
131,573,5
131,3086,6
131,190,7
131,190,8
131,6,9
132,3161,0
132,5764,1
132,1593,2
132,1444,3
132,398,4
133,29,0
133,198,1
133,1895,2
133,2203,3
133,162,4
134,47,0
134,24,1
134,9,2
134,9,3
134,42,4
135,40,0
135,39,1
135,24,2
135,9,3
135,9,4
135,5541,5
136,47,0
136,24,1
136,9,2
136,9,3
136,42,4
136,7915,5
137,1578,0
137,4839,1
137,5259,2
137,7514,3
137,8722,4
138,1088,0
138,1516,1
138,2714,2
138,6,3
138,463,4
139,47,0
139,24,1
139,9,2
139,9,3
139,42,4
140,47,0
140,24,1
140,9,2
140,9,3
140,42,4
141,40,0
141,39,1
141,24,2
141,9,3
141,9,4
142,40,0
142,39,1
142,24,2
142,9,3
142,9,4
143,47,0
143,24,1
143,9,2
143,9,3
143,42,4
144,634,0
144,136,1
144,642,2
144,41,3
144,1688,4
144,84,5
145,40,0
145,39,1
145,24,2
145,9,3
145,9,4
146,40,0
146,39,1
146,24,2
146,9,3
146,9,4
146,5605,5
147,47,0
147,24,1
147,9,2
147,9,3
147,42,4
148,47,0
148,24,1
148,9,2
148,9,3
148,42,4
148,7843,5
149,40,0
149,39,1
149,24,2
149,9,3
149,9,4
150,40,0
150,39,1
150,9,2
150,9,3
150,9,4
150,9,5
151,47,0
151,24,1
151,9,2
151,9,3
151,42,4
152,20,0
152,20,1
152,53,2
152,135,3
152,20,4
152,20,5
152,53,6
153,716,0
153,27,1
153,1119,2
153,651,3
153,2704,4
153,502,5
153,2371,6
154,577,0
154,1018,1
154,2494,2
154,2478,3
154,232,4
155,47,0
155,24,1
155,9,2
155,9,3
155,42,4
156,1156,0
156,6435,1
156,198,2
156,1554,3
156,358,4
156,6,5
156,18,6
156,18,7
156,190,8
157,40,0
157,39,1
157,24,2
157,9,3
157,9,4
158,6,0
158,18,1
158,18,2
158,188,3
158,185,4
158,6,5
159,996,0
159,1034,1
159,681,2
159,2,3
159,1,4
160,53,0
160,20,1
160,20,2
160,53,3
160,180,4
160,2025,5
161,47,0
161,24,1
161,9,2
161,9,3
161,42,4
162,40,0
162,39,1
162,24,2
162,9,3
162,9,4
163,38,0
163,37,1
163,613,2
163,316,3
163,3665,4
164,47,0
164,24,1
164,9,2
164,9,3
164,42,4
165,40,0
165,39,1
165,24,2
165,9,3
165,9,4
166,163,0
166,774,1
166,642,2
166,193,3
166,929,4
166,33,5
166,315,6
167,61,0
167,61,1
167,2684,2
167,2727,3
167,4804,4
168,40,0
168,39,1
168,24,2
168,9,3
168,9,4
169,171,0
169,171,1
169,171,2
169,171,3
169,171,4
169,171,5
169,171,6
169,171,7
169,171,8
169,171,9
170,605,0
170,1110,1
170,12,2
170,842,3
170,5991,4
171,40,0
171,39,1
171,9,2
171,9,3
171,9,4
171,9,5
172,40,0
172,39,1
172,24,2
172,9,3
172,9,4
173,43,0
173,43,1
173,465,2
173,465,3
173,116,4
174,1928,0
174,547,1
174,537,2
174,6,3
174,6,4
175,47,0
175,24,1
175,9,2
175,9,3
175,42,4
176,17,0
176,8261,1
176,3206,2
176,6295,3
176,461,4
176,625,5
176,2205,6
177,1487,0
177,102,1
177,27,2
177,547,3
177,537,4
177,358,5
177,18,6
177,18,7
178,40,0
178,39,1
178,24,2
178,9,3
178,9,4
179,40,0
179,39,1
179,9,2
179,9,3
179,9,4
179,9,5
179,155,6
180,40,0
180,39,1
180,24,2
180,9,3
180,9,4
181,47,0
181,24,1
181,9,2
181,9,3
181,42,4
182,2765,0
182,2528,1
182,3757,2
182,1807,3
182,4972,4
182,81,5
183,47,0
183,24,1
183,9,2
183,9,3
183,42,4
183,1985,5
184,40,0
184,39,1
184,24,2
184,9,3
184,9,4
185,47,0
185,24,1
185,9,2
185,9,3
185,42,4
186,2603,0
186,1530,1
186,4011,2
186,2536,3
186,4892,4
187,47,0
187,24,1
187,9,2
187,9,3
187,42,4
187,4777,5
187,138,6
188,40,0
188,39,1
188,24,2
188,9,3
188,9,4
189,40,0
189,39,1
189,24,2
189,9,3
189,9,4
189,5100,5
190,47,0
190,24,1
190,9,2
190,9,3
190,42,4
191,400,0
191,400,1
191,131,2
191,6,3
191,463,4
192,47,0
192,24,1
192,9,2
192,9,3
192,42,4
193,47,0
193,24,1
193,9,2
193,9,3
193,42,4
193,7843,5
194,47,0
194,24,1
194,9,2
194,9,3
194,42,4
195,1403,0
195,1512,1
195,6,2
195,18,3
195,18,4
195,190,5
196,40,0
196,39,1
196,24,2
196,9,3
196,9,4
197,40,0
197,39,1
197,24,2
197,9,3
197,9,4
198,40,0
198,39,1
198,24,2
198,9,3
198,9,4
199,47,0
199,24,1
199,9,2
199,9,3
199,42,4
200,24,0
200,9,1
200,9,2
200,42,3
200,47,4
201,47,0
201,24,1
201,9,2
201,9,3
201,42,4
201,4777,5
202,47,0
202,24,1
202,9,2
202,9,3
202,42,4
202,5150,5
202,389,6
203,47,0
203,24,1
203,9,2
203,9,3
203,42,4
204,262,0
204,1934,1
204,309,2
204,2928,3
204,76,4
204,1149,5
204,5984,6
205,115,0
205,115,1
205,115,2
205,115,3
205,115,4
205,115,5
205,115,6
205,115,7
205,115,8
205,6,9
205,18,10
205,18,11
206,40,0
206,39,1
206,24,2
206,9,3
206,9,4
207,47,0
207,24,1
207,9,2
207,9,3
207,42,4
208,47,0
208,24,1
208,9,2
208,9,3
208,42,4
209,38,0
209,38,1
209,37,2
209,37,3
209,113,4
210,47,0
210,24,1
210,9,2
210,9,3
210,42,4
211,40,0
211,39,1
211,24,2
211,9,3
211,9,4
212,47,0
212,24,1
212,9,2
212,9,3
212,42,4
213,40,0
213,39,1
213,24,2
213,9,3
213,9,4
214,40,0
214,39,1
214,24,2
214,9,3
214,9,4
215,457,0
215,427,1
215,97,2
215,500,3
215,248,4
216,1935,0
216,2130,1
216,3445,2
216,76,3
216,8343,4
216,1473,5
217,118,0
217,114,1
217,11,2
217,3851,3
217,3927,4
218,47,0
218,24,1
218,9,2
218,9,3
218,42,4
219,213,0
219,3273,1
219,155,2
219,980,3
219,297,4
220,40,0
220,39,1
220,24,2
220,9,3
220,9,4
221,401,0
221,864,1
221,11,2
221,5789,3
221,1027,4
222,1490,0
222,173,1
222,294,2
222,269,3
222,800,4
223,6,0
223,3661,1
223,6669,2
223,844,3
223,353,4
223,148,5
223,992,6
224,47,0
224,24,1
224,9,2
224,9,3
224,42,4
224,2463,5
225,742,0
225,1269,1
225,767,2
225,73,3
225,203,4
226,40,0
226,39,1
226,24,2
226,9,3
226,9,4
226,7882,5
227,76,0
227,326,1
227,186,2
227,176,3
227,1345,4
228,2712,0
228,8192,1
228,1871,2
228,8735,3
228,8789,4
229,1487,0
229,80,1
229,6,2
229,18,3
229,18,4
230,40,0
230,39,1
230,24,2
230,9,3
230,9,4
231,40,0
231,39,1
231,24,2
231,9,3
231,9,4
232,47,0
232,24,1
232,9,2
232,9,3
232,42,4
232,4777,5
233,47,0
233,24,1
233,9,2
233,9,3
233,42,4
234,40,0
234,39,1
234,24,2
234,9,3
234,9,4
235,40,0
235,39,1
235,24,2
235,9,3
235,9,4
236,47,0
236,24,1
236,9,2
236,9,3
236,42,4
237,658,0
237,694,1
237,516,2
237,267,3
237,26,4
237,2650,5
238,40,0
238,39,1
238,24,2
238,9,3
238,9,4
238,5541,5
239,47,0
239,24,1
239,9,2
239,9,3
239,42,4
239,8604,5
240,24,0
240,9,1
240,9,2
240,40,3
240,39,4
241,47,0
241,24,1
241,9,2
241,9,3
241,42,4
242,47,0
242,24,1
242,9,2
242,9,3
242,42,4
243,40,0
243,39,1
243,24,2
243,9,3
243,9,4
244,20,0
244,20,1
244,53,2
244,110,3
244,143,4
245,40,0
245,39,1
245,24,2
245,9,3
245,9,4
246,1401,0
246,1763,1
246,265,2
246,265,3
246,300,4
247,20,0
247,20,1
247,53,2
247,2,3
247,1,4
248,40,0
248,39,1
248,24,2
248,9,3
248,9,4
249,47,0
249,24,1
249,9,2
249,9,3
249,42,4
250,508,0
250,10,1
250,10,2
250,1274,3
250,7524,4
250,425,5
250,187,6
251,47,0
251,24,1
251,9,2
251,9,3
251,42,4
252,47,0
252,24,1
252,9,2
252,9,3
252,42,4
253,78,0
253,210,1
253,227,2
253,227,3
253,258,4
254,52,0
254,52,1
254,6,2
254,6,3
254,18,4
254,18,5
255,40,0
255,39,1
255,24,2
255,9,3
255,9,4
256,497,0
256,1160,1
256,6,2
256,18,3
256,18,4
257,40,0
257,39,1
257,24,2
257,9,3
257,9,4
258,3511,0
258,420,1
258,242,2
258,1724,3
258,6957,4
259,454,0
259,2719,1
259,2485,2
259,103,3
259,2002,4
260,47,0
260,24,1
260,9,2
260,9,3
260,42,4
261,47,0
261,24,1
261,9,2
261,9,3
261,42,4
261,8505,5
262,47,0
262,24,1
262,9,2
262,9,3
262,42,4
262,8604,5
263,40,0
263,39,1
263,24,2
263,9,3
263,9,4
264,2647,0
264,6,1
264,6,2
264,6,3
264,6,4
264,1961,5
264,891,6
264,6,7
264,6,8
264,3575,9
264,4105,10
264,6,11
264,984,12
264,6,13
264,169,14
265,47,0
265,24,1
265,9,2
265,9,3
265,42,4
266,47,0
266,24,1
266,9,2
266,9,3
266,42,4
267,47,0
267,24,1
267,9,2
267,9,3
267,42,4
268,2266,0
268,190,1
268,6,2
268,188,3
268,185,4
268,463,5
269,47,0
269,24,1
269,9,2
269,9,3
269,42,4
270,1599,0
270,1156,1
270,8429,2
270,1544,3
270,2587,4
270,719,5
270,6,6
270,18,7
270,18,8
271,47,0
271,24,1
271,9,2
271,9,3
271,42,4
272,40,0
272,39,1
272,24,2
272,9,3
272,9,4
273,40,0
273,39,1
273,24,2
273,9,3
273,9,4
274,47,0
274,24,1
274,9,2
274,9,3
274,42,4
275,1074,0
275,13,1
275,13,2
275,8177,3
275,13,4
276,1487,0
276,1498,1
276,675,2
276,1160,3
276,4778,4
276,188,5
276,185,6
276,6,7
277,47,0
277,24,1
277,9,2
277,9,3
277,42,4
278,40,0
278,39,1
278,24,2
278,9,3
278,9,4
279,40,0
279,39,1
279,24,2
279,9,3
279,9,4
280,47,0
280,24,1
280,9,2
280,9,3
280,42,4
281,40,0
281,39,1
281,24,2
281,9,3
281,9,4
282,47,0
282,24,1
282,9,2
282,9,3
282,42,4
283,47,0
283,24,1
283,9,2
283,9,3
283,42,4
284,57,0
284,18,1
284,18,2
284,188,3
284,185,4
285,40,0
285,39,1
285,24,2
285,9,3
285,9,4
286,40,0
286,39,1
286,24,2
286,9,3
286,9,4
287,547,0
287,537,1
287,3,2
287,4,3
287,6,4
288,47,0
288,24,1
288,9,2
288,9,3
288,42,4
289,40,0
289,39,1
289,24,2
289,9,3
289,9,4
290,47,0
290,24,1
290,9,2
290,9,3
290,42,4
291,47,0
291,24,1
291,9,2
291,9,3
291,42,4
291,2463,5
292,5219,0
292,6,1
292,2684,2
292,177,3
292,188,4
292,185,5
292,6,6
292,6,7
292,6,8
293,47,0
293,24,1
293,9,2
293,9,3
293,42,4
294,40,0
294,39,1
294,24,2
294,9,3
294,9,4
295,47,0
295,24,1
295,9,2
295,9,3
295,42,4
296,40,0
296,39,1
296,24,2
296,9,3
296,9,4
297,47,0
297,24,1
297,9,2
297,9,3
297,42,4
297,4777,5
298,2,0
298,1,1
298,135,2
298,2458,3
298,1085,4
298,6,5
298,18,6
298,18,7
299,161,0
299,20,1
299,20,2
299,84,3
299,53,4
300,40,0
300,39,1
300,24,2
300,9,3
300,9,4
301,47,0
301,24,1
301,9,2
301,9,3
301,42,4
302,47,0
302,24,1
302,9,2
302,9,3
302,42,4
303,2,0
303,1,1
303,1927,2
303,121,3
303,121,4
304,47,0
304,24,1
304,9,2
304,9,3
304,42,4
305,40,0
305,39,1
305,24,2
305,9,3
305,9,4
306,40,0
306,39,1
306,24,2
306,9,3
306,9,4
307,47,0
307,24,1
307,9,2
307,9,3
307,42,4
307,2463,5
308,40,0
308,39,1
308,24,2
308,9,3
308,9,4
309,47,0
309,24,1
309,9,2
309,9,3
309,42,4
310,153,0
310,5324,1
310,32,2
310,32,3
310,11,4
311,1348,0
311,4235,1
311,2411,2
311,4238,3
311,104,4
312,40,0
312,39,1
312,24,2
312,9,3
312,9,4
313,40,0
313,39,1
313,24,2
313,9,3
313,9,4
314,41,0
314,14,1
314,20,2
314,20,3
314,636,4
314,53,5
315,47,0
315,24,1
315,9,2
315,9,3
315,42,4
315,7458,5
316,40,0
316,39,1
316,24,2
316,9,3
316,9,4
316,6281,5
317,40,0
317,39,1
317,24,2
317,9,3
317,9,4
318,1296,0
318,188,1
318,6,2
318,185,3
318,18,4
318,18,5
318,133,6
319,1337,0
319,4461,1
319,1329,2
319,612,3
319,797,4
319,81,5
320,40,0
320,39,1
320,24,2
320,9,3
320,9,4
321,40,0
321,39,1
321,24,2
321,9,3
321,9,4
322,47,0
322,24,1
322,9,2
322,9,3
322,42,4
323,2586,0
323,358,1
323,6,2
323,6,3
323,18,4
323,18,5
324,40,0
324,39,1
324,9,2
324,554,3
324,9,4
324,554,5
325,57,0
325,13,1
325,2057,2
325,2898,3
325,2663,4
326,2898,0
326,2325,1
326,2875,2
326,7943,3
326,4759,4
326,12,5
326,2250,6
327,1296,0
327,307,1
327,18,2
327,18,3
327,6,4
328,47,0
328,24,1
328,9,2
328,9,3
328,42,4
329,40,0
329,39,1
329,24,2
329,9,3
329,9,4
330,15,0
330,1964,1
330,1964,2
330,1963,3
330,1487,4
330,1498,5
330,173,6
330,102,7
330,6,8
330,6,9
331,55,0
331,110,1
331,133,2
331,120,3
331,19,4
332,1154,0
332,296,1
332,41,2
332,20,3
332,20,4
332,53,5
333,40,0
333,39,1
333,24,2
333,9,3
333,9,4
334,1374,0
334,2897,1
334,2458,2
334,50,3
334,638,4
334,6,5
335,1648,0
335,8611,1
335,4472,2
335,6586,3
335,4473,4
335,3657,5
336,47,0
336,24,1
336,9,2
336,9,3
336,42,4
337,47,0
337,24,1
337,9,2
337,9,3
337,42,4
338,47,0
338,24,1
338,9,2
338,9,3
338,42,4
339,47,0
339,24,1
339,9,2
339,9,3
339,42,4
339,1444,5
340,47,0
340,24,1
340,9,2
340,9,3
340,42,4
341,47,0
341,24,1
341,9,2
341,9,3
341,42,4
342,47,0
342,9,1
342,9,2
342,9,3
342,9,4
342,42,5
343,47,0
343,24,1
343,9,2
343,9,3
343,42,4
343,2463,5
344,40,0
344,39,1
344,24,2
344,9,3
344,9,4
345,40,0
345,39,1
345,9,2
345,9,3
345,9,4
345,9,5
346,125,0
346,1296,1
346,307,2
346,573,3
346,463,4
346,6,5
347,40,0
347,39,1
347,9,2
347,9,3
347,6021,4
347,6770,5
348,47,0
348,24,1
348,9,2
348,9,3
348,42,4
349,19,0
349,135,1
349,57,2
349,188,3
349,185,4
350,40,0
350,39,1
350,24,2
350,9,3
350,9,4
351,1160,0
351,2266,1
351,290,2
351,65,3
351,5355,4
351,453,5
352,47,0
352,24,1
352,9,2
352,9,3
352,42,4
353,1487,0
353,1498,1
353,1498,2
353,135,3
353,268,4
354,2897,0
354,8157,1
354,2458,2
354,82,3
354,190,4
354,6,5
355,900,0
355,40,1
355,39,2
355,24,3
355,9,4
355,9,5
356,47,0
356,24,1
356,9,2
356,9,3
356,42,4
356,7915,5
357,47,0
357,24,1
357,9,2
357,9,3
357,42,4
358,450,0
358,754,1
358,2,2
358,1,3
358,169,4
359,25,0
359,1386,1
359,138,2
359,1148,3
359,1586,4
360,47,0
360,24,1
360,9,2
360,9,3
360,42,4
361,47,0
361,24,1
361,9,2
361,9,3
361,42,4
362,47,0
362,24,1
362,9,2
362,9,3
362,42,4
362,8505,5
363,3415,0
363,882,1
363,966,2
363,1708,3
363,2262,4
363,8239,5
363,316,6
363,1170,7
363,3,8
364,47,0
364,24,1
364,9,2
364,9,3
364,42,4
365,24,0
365,9,1
365,9,2
365,40,3
365,39,4
366,47,0
366,24,1
366,9,2
366,9,3
366,42,4
367,40,0
367,39,1
367,24,2
367,9,3
367,9,4
368,40,0
368,39,1
368,24,2
368,9,3
368,9,4
369,40,0
369,39,1
369,24,2
369,9,3
369,9,4
370,47,0
370,24,1
370,9,2
370,9,3
370,42,4
371,47,0
371,24,1
371,9,2
371,9,3
371,42,4
371,3789,5
372,7792,0
372,1566,1
372,806,2
372,673,3
372,87,4
373,20,0
373,20,1
373,53,2
373,2,3
373,1,4
374,47,0
374,24,1
374,9,2
374,9,3
374,42,4
375,38,0
375,37,1
375,38,2
375,37,3
375,5691,4
376,40,0
376,39,1
376,24,2
376,9,3
376,9,4
377,1056,0
377,644,1
377,6371,2
377,1192,3
377,3342,4
378,40,0
378,39,1
378,24,2
378,9,3
378,9,4
379,40,0
379,39,1
379,24,2
379,9,3
379,9,4
380,190,0
380,188,1
380,185,2
380,18,3
380,18,4
381,51,0
381,51,1
381,1135,2
381,836,3
381,1575,4
381,4035,5
381,8,6
381,2355,7
381,5302,8
381,44,9
381,547,10
381,537,11
381,358,12
381,6,13
381,6,14
381,463,15
381,6,16
382,40,0
382,39,1
382,24,2
382,9,3
382,9,4
383,47,0
383,24,1
383,9,2
383,9,3
383,42,4
384,224,0
384,8597,1
384,3659,2
384,1328,3
384,4857,4
385,40,0
385,39,1
385,24,2
385,9,3
385,9,4
386,47,0
386,24,1
386,9,2
386,9,3
386,42,4
387,135,0
387,1853,1
387,2266,2
387,23,3
387,23,4
388,47,0
388,24,1
388,9,2
388,9,3
388,42,4
389,47,0
389,24,1
389,9,2
389,9,3
389,42,4
390,40,0
390,39,1
390,24,2
390,9,3
390,9,4
391,47,0
391,24,1
391,9,2
391,9,3
391,42,4
392,40,0
392,39,1
392,24,2
392,9,3
392,9,4
393,47,0
393,24,1
393,24,2
393,9,3
393,9,4
393,9,5
393,9,6
393,42,7
393,40,8
393,39,9
394,47,0
394,24,1
394,9,2
394,9,3
394,42,4
395,2,0
395,1,1
395,20,2
395,20,3
395,53,4
396,2,0
396,1,1
396,1575,2
396,930,3
396,320,4
396,190,5
396,6,6
396,6,7
396,18,8
396,18,9
397,40,0
397,39,1
397,24,2
397,9,3
397,9,4
398,1156,0
398,1853,1
398,50,2
398,6,3
398,463,4
399,47,0
399,24,1
399,9,2
399,9,3
399,42,4
400,47,0
400,24,1
400,9,2
400,9,3
400,42,4
401,7644,0
401,4580,1
401,40,2
401,39,3
401,24,4
401,9,5
401,9,6
401,308,7
402,630,0
402,47,1
402,24,2
402,9,3
402,9,4
402,42,5
402,6,6
402,18,7
402,18,8
403,40,0
403,39,1
403,24,2
403,9,3
403,9,4
404,219,0
404,497,1
404,211,2
404,241,3
404,241,4
405,110,0
405,110,1
405,143,2
405,143,3
405,1744,4
405,3140,5
406,47,0
406,24,1
406,9,2
406,9,3
406,42,4
407,395,0
407,14,1
407,1565,2
407,30,3
407,30,4
408,47,0
408,24,1
408,9,2
408,9,3
408,42,4
409,47,0
409,42,1
409,6835,2
409,3338,3
409,1139,4
410,40,0
410,39,1
410,24,2
410,9,3
410,9,4
411,40,0
411,39,1
411,24,2
411,9,3
411,9,4
412,40,0
412,39,1
412,24,2
412,9,3
412,9,4
413,40,0
413,39,1
413,24,2
413,9,3
413,9,4
414,110,0
